Lineup_Players,Team,Games,Minutes,Plus_Minus,Player_1,Player_2,Player_3,Player_4,Player_5
J. Ingles - J. Isaac - M. Wagner - C. Anthony - F. Wagner,ORL,10,74.333333,26.0,J. Ingles,J. Isaac,M. Wagner,C. Anthony,F. Wagner
K. Durant - E. Gordon - J. Nurkic - G. Allen - J. Okogie,PHX,11,73.89,29.0,K. Durant,E. Gordon,J. Nurkic,G. Allen,J. Okogie
K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr. - C. Braun,DEN,13,73.288333,-7.0,K. Caldwell-Pope,A. Gordon,N. Jokic,M. Porter Jr.,C. Braun
J. Grant - D. Ayton - S. Mays - S. Sharpe - T. Camara,POR,10,73.185,4.0,J. Grant,D. Ayton,S. Mays,S. Sharpe,T. Camara
V. Micic - M. Bridges - G. Williams - A. Pokusevski - B. Miller,CHA,15,72.466667,1.0,V. Micic,M. Bridges,G. Williams,A. Pokusevski,B. Miller
T. McConnell - B. Hield - O. Toppin - I. Jackson - B. Mathurin,IND,13,72.291667,21.0,T. McConnell,B. Hield,O. Toppin,I. Jackson,B. Mathurin
J. Clarkson - L. Markkanen - W. Kessler - S. Fontecchio - K. George,UTA,17,72.0,14.0,J. Clarkson,L. Markkanen,W. Kessler,S. Fontecchio,K. George
K. Olynyk - G. Trent Jr. - R. Barrett - I. Quickley - O. Agbaji,TOR,6,71.931667,6.0,K. Olynyk,G. Trent Jr.,R. Barrett,I. Quickley,O. Agbaji
J. Randle - I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo,NYK,17,71.758333,25.0,J. Randle,I. Hartenstein,J. Hart,J. Brunson,D. DiVincenzo
R. Westbrook - J. Harden - P. George - K. Leonard - I. Zubac,LAC,12,71.45,-42.0,R. Westbrook,J. Harden,P. George,K. Leonard,I. Zubac
D. DeRozan - N. Vucevic - A. Drummond - C. White - A. Dosunmu,CHI,12,71.443333,-7.0,D. DeRozan,N. Vucevic,A. Drummond,C. White,A. Dosunmu
R. Westbrook - J. Harden - N. Powell - D. Theis - A. Coffey,LAC,16,70.945,-14.0,R. Westbrook,J. Harden,N. Powell,D. Theis,A. Coffey
S. Gilgeous-Alexander - J. Giddey - C. Holmgren - J. Williams - C. Wallace,OKC,15,70.885,32.0,S. Gilgeous-Alexander,J. Giddey,C. Holmgren,J. Williams,C. Wallace
K. Olynyk - J. Clarkson - J. Collins - O. Agbaji - K. George,UTA,18,70.633333,-17.0,K. Olynyk,J. Clarkson,J. Collins,O. Agbaji,K. George
D. Bertans - G. Williams - N. Richards - T. Mann - B. Miller,CHA,11,70.55,-29.0,D. Bertans,G. Williams,N. Richards,T. Mann,B. Miller
H. Barnes - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,26,70.0,9.0,H. Barnes,D. Sabonis,M. Monk,D. Mitchell,K. Murray
S. Curry - K. Thompson - D. Green - A. Wiggins - T. Jackson-Davis,GSW,11,69.455,42.0,S. Curry,K. Thompson,D. Green,A. Wiggins,T. Jackson-Davis
Z. Collins - D. Vassell - T. Jones - J. Champagnie - J. Sochan,SAS,15,69.273333,-4.0,Z. Collins,D. Vassell,T. Jones,J. Champagnie,J. Sochan
T. Jones - K. Kuzma - M. Bagley III - J. Poole - D. Avdija,WAS,6,68.925,-24.0,T. Jones,K. Kuzma,M. Bagley III,J. Poole,D. Avdija
C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,NOP,17,68.716667,43.0,C. McCollum,L. Nance Jr.,B. Ingram,H. Jones,T. Murphy III
M. Smart - J. Jackson Jr. - X. Tillman - D. Bane - Z. Williams,MEM,6,68.231667,-6.0,M. Smart,J. Jackson Jr.,X. Tillman,D. Bane,Z. Williams
M. Bagley III - K. Hayes - I. Stewart - C. Cunningham - A. Thompson,DET,8,67.99,-2.0,M. Bagley III,K. Hayes,I. Stewart,C. Cunningham,A. Thompson
T. Harris - R. Covington - J. Embiid - D. Melton - T. Maxey,PHI,7,67.895,-13.0,T. Harris,R. Covington,J. Embiid,D. Melton,T. Maxey
J. Grant - A. Simons - S. Henderson - T. Camara - D. Reath,POR,11,67.25,-67.0,J. Grant,A. Simons,S. Henderson,T. Camara,D. Reath
K. Durant - B. Beal - J. Nurkic - R. O'Neale - G. Allen,PHX,7,67.09,13.0,K. Durant,B. Beal,J. Nurkic,R. O'Neale,G. Allen
D. DeRozan - N. Vucevic - A. Caruso - C. White - J. Green,CHI,4,66.895,1.0,D. DeRozan,N. Vucevic,A. Caruso,C. White,J. Green
J. Holiday - A. Gordon - N. Jokic - J. Murray - M. Porter Jr.,DEN,7,66.028333,23.0,J. Holiday,A. Gordon,N. Jokic,J. Murray,M. Porter Jr.
K. Olynyk - G. Trent Jr. - I. Quickley - O. Agbaji - G. Dick,TOR,8,65.27,-32.0,K. Olynyk,G. Trent Jr.,I. Quickley,O. Agbaji,G. Dick
Z. Collins - K. Johnson - D. Vassell - M. Branham - J. Sochan,SAS,21,64.896667,-47.0,Z. Collins,K. Johnson,D. Vassell,M. Branham,J. Sochan
F. VanVleet - D. Brooks - J. Landale - J. Green - A. Thompson,HOU,16,64.815,-1.0,F. VanVleet,D. Brooks,J. Landale,J. Green,A. Thompson
K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - P. Watson,DEN,13,64.331667,13.0,K. Caldwell-Pope,N. Jokic,J. Murray,M. Porter Jr.,P. Watson
J. Harden - P. George - K. Leonard - D. Theis - T. Mann,LAC,17,63.941667,-6.0,J. Harden,P. George,K. Leonard,D. Theis,T. Mann
L. Kennard - J. Jackson Jr. - J. Konchar - S. Aldama - V. Williams Jr.,MEM,6,63.815,14.0,L. Kennard,J. Jackson Jr.,J. Konchar,S. Aldama,V. Williams Jr.
C. Capela - B. Bogdanovic - D. Murray - T. Young - S. Bey,ATL,14,63.73,12.0,C. Capela,B. Bogdanovic,D. Murray,T. Young,S. Bey
R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,33,63.685,3.0,R. Gobert,N. Alexander-Walker,N. Reid,A. Edwards,J. McDaniels
T. Lyles - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,24,63.665,34.0,T. Lyles,D. Sabonis,M. Monk,D. Mitchell,K. Murray
C. Paul - S. Curry - K. Thompson - K. Looney - J. Kuminga,GSW,19,63.41,46.0,C. Paul,S. Curry,K. Thompson,K. Looney,J. Kuminga
J. Harden - K. Leonard - N. Powell - I. Zubac - T. Mann,LAC,18,63.345,-6.0,J. Harden,K. Leonard,N. Powell,I. Zubac,T. Mann
W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - A. Black,ORL,8,63.17,0.0,W. Carter Jr.,F. Wagner,J. Suggs,P. Banchero,A. Black
J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa - J. Sims,NYK,10,62.998333,22.0,J. Hart,J. Brunson,D. DiVincenzo,P. Achiuwa,J. Sims
J. Randle - J. Hart - J. Brunson - M. Robinson - I. Quickley,NYK,19,62.67,37.0,J. Randle,J. Hart,J. Brunson,M. Robinson,I. Quickley
W. Matthews - B. Bogdanovic - T. Young - O. Okongwu - S. Bey,ATL,13,62.605,7.0,W. Matthews,B. Bogdanovic,T. Young,O. Okongwu,S. Bey
T. Hardaway Jr. - L. Doncic - G. Williams - J. Green - D. Lively II,DAL,12,62.605,-3.0,T. Hardaway Jr.,L. Doncic,G. Williams,J. Green,D. Lively II
R. Jackson - J. Murray - Z. Nnaji - C. Braun - P. Watson,DEN,13,62.561667,-12.0,R. Jackson,J. Murray,Z. Nnaji,C. Braun,P. Watson
M. Conley - R. Gobert - K. Towns - T. Brown Jr. - N. Alexander-Walker,MIN,8,62.391667,35.0,M. Conley,R. Gobert,K. Towns,T. Brown Jr.,N. Alexander-Walker
J. Richardson - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,7,62.286667,-8.0,J. Richardson,B. Adebayo,C. Martin,D. Robinson,J. Jaquez Jr.
C. Paul - D. Saric - G. Payton II - J. Kuminga - M. Moody,GSW,9,62.285,-17.0,C. Paul,D. Saric,G. Payton II,J. Kuminga,M. Moody
V. Micic - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,OKC,12,61.95,19.0,V. Micic,A. Wiggins,C. Holmgren,J. Williams,C. Wallace
D. DeRozan - A. Drummond - A. Caruso - C. White - A. Dosunmu,CHI,18,61.78,2.0,D. DeRozan,A. Drummond,A. Caruso,C. White,A. Dosunmu
J. Green - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,HOU,20,61.756667,-23.0,J. Green,F. VanVleet,D. Brooks,J. Green,J. Smith Jr.
J. Allen - M. Strus - D. Garland - I. Okoro - E. Mobley,CLE,9,61.74,7.0,J. Allen,M. Strus,D. Garland,I. Okoro,E. Mobley
G. Hayward - T. Rozier - P. Washington - L. Ball - M. Williams,CHA,6,61.666667,-26.0,G. Hayward,T. Rozier,P. Washington,L. Ball,M. Williams
D. Murray - B. Fernando - D. Hunter - G. Mathews - V. Krejci,ATL,13,61.583333,0.0,D. Murray,B. Fernando,D. Hunter,G. Mathews,V. Krejci
D. DeRozan - N. Vucevic - A. Caruso - T. Craig - A. Dosunmu,CHI,9,61.291667,-9.0,D. DeRozan,N. Vucevic,A. Caruso,T. Craig,A. Dosunmu
J. Grant - D. Ayton - M. Thybulle - S. Henderson - S. Sharpe,POR,6,61.083333,-33.0,J. Grant,D. Ayton,M. Thybulle,S. Henderson,S. Sharpe
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,13,60.658333,-1.0,L. James,A. Davis,D. Russell,C. Reddish,A. Reaves
B. Bogdanovic - T. Young - G. Mathews - O. Okongwu - S. Bey,ATL,10,60.6,31.0,B. Bogdanovic,T. Young,G. Mathews,O. Okongwu,S. Bey
C. LeVert - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,11,60.533333,-4.0,C. LeVert,J. Allen,M. Strus,D. Garland,E. Mobley
T. Rozier - M. Bridges - N. Richards - B. McGowens - B. Miller,CHA,9,60.433333,-12.0,T. Rozier,M. Bridges,N. Richards,B. McGowens,B. Miller
J. Randle - J. Brunson - D. DiVincenzo - R. Barrett - J. Sims,NYK,5,60.266667,-28.0,J. Randle,J. Brunson,D. DiVincenzo,R. Barrett,J. Sims
J. Allen - M. Strus - D. Wade - I. Okoro - C. Porter Jr.,CLE,6,60.151667,11.0,J. Allen,M. Strus,D. Wade,I. Okoro,C. Porter Jr.
K. Olynyk - B. Brown - O. Agbaji - S. Barnes - G. Dick,TOR,8,60.146667,-19.0,K. Olynyk,B. Brown,O. Agbaji,S. Barnes,G. Dick
H. Barnes - D. Sabonis - D. Fox - D. Mitchell - K. Murray,SAC,19,60.103333,35.0,H. Barnes,D. Sabonis,D. Fox,D. Mitchell,K. Murray
D. DeRozan - A. Drummond - A. Caruso - C. White - P. Williams,CHI,9,60.1,-3.0,D. DeRozan,A. Drummond,A. Caruso,C. White,P. Williams
S. Gilgeous-Alexander - L. Dort - J. Giddey - C. Holmgren - C. Wallace,OKC,15,60.071667,-1.0,S. Gilgeous-Alexander,L. Dort,J. Giddey,C. Holmgren,C. Wallace
K. Durant - J. Nurkic - D. Booker - G. Allen - J. Okogie,PHX,14,59.833333,15.0,K. Durant,J. Nurkic,D. Booker,G. Allen,J. Okogie
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,19,59.811667,3.0,L. James,A. Davis,T. Prince,R. Hachimura,A. Reaves
K. Durant - J. Nurkic - D. Booker - R. O'Neale - G. Allen,PHX,11,59.711667,2.0,K. Durant,J. Nurkic,D. Booker,R. O'Neale,G. Allen
K. Lowry - K. Love - J. Butler - C. Martin - J. Jaquez Jr.,MIA,9,59.315,7.0,K. Lowry,K. Love,J. Butler,C. Martin,J. Jaquez Jr.
J. Clarkson - L. Markkanen - J. Collins - C. Sexton - K. George,UTA,12,59.213333,19.0,J. Clarkson,L. Markkanen,J. Collins,C. Sexton,K. George
J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,5,59.063333,-8.0,J. Butler,T. Rozier,B. Adebayo,H. Highsmith,T. Herro
S. Dinwiddie - D. Finney-Smith - M. Bridges - C. Johnson - D. Sharpe,BKN,14,58.95,48.0,S. Dinwiddie,D. Finney-Smith,M. Bridges,C. Johnson,D. Sharpe
R. Westbrook - P. George - K. Leonard - I. Zubac - T. Mann,LAC,20,58.926667,10.0,R. Westbrook,P. George,K. Leonard,I. Zubac,T. Mann
S. Curry - K. Thompson - A. Wiggins - D. Saric - K. Looney,GSW,5,58.193333,-24.0,S. Curry,K. Thompson,A. Wiggins,D. Saric,K. Looney
D. Lillard - J. Crowder - G. Antetokounmpo - B. Portis - M. Beasley,MIL,18,57.93,-15.0,D. Lillard,J. Crowder,G. Antetokounmpo,B. Portis,M. Beasley
J. Holiday - J. Murray - Z. Nnaji - C. Braun - P. Watson,DEN,7,57.415,-11.0,J. Holiday,J. Murray,Z. Nnaji,C. Braun,P. Watson
C. LeVert - G. Niang - D. Mitchell - J. Allen - I. Okoro,CLE,22,57.278333,31.0,C. LeVert,G. Niang,D. Mitchell,J. Allen,I. Okoro
P. Beverley - G. Antetokounmpo - B. Portis - P. Connaughton - A. Green,MIL,9,57.058333,-4.0,P. Beverley,G. Antetokounmpo,B. Portis,P. Connaughton,A. Green
K. Olynyk - L. Markkanen - C. Sexton - T. Horton-Tucker - S. Fontecchio,UTA,8,56.89,-6.0,K. Olynyk,L. Markkanen,C. Sexton,T. Horton-Tucker,S. Fontecchio
J. Harden - P. George - N. Powell - I. Zubac - T. Mann,LAC,14,56.493333,1.0,J. Harden,P. George,N. Powell,I. Zubac,T. Mann
D. DeRozan - A. Drummond - T. Craig - J. Carter - A. Dosunmu,CHI,17,56.318333,-43.0,D. DeRozan,A. Drummond,T. Craig,J. Carter,A. Dosunmu
A. Horford - J. Holiday - K. Porzingis - J. Brown - J. Tatum,BOS,8,55.888333,20.0,A. Horford,J. Holiday,K. Porzingis,J. Brown,J. Tatum
G. Harris - G. Bitadze - F. Wagner - P. Banchero - A. Black,ORL,10,55.321667,-2.0,G. Harris,G. Bitadze,F. Wagner,P. Banchero,A. Black
B. Lopez - D. Lillard - J. Crowder - B. Portis - M. Beasley,MIL,22,55.276667,-6.0,B. Lopez,D. Lillard,J. Crowder,B. Portis,M. Beasley
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,10,55.243333,11.0,A. Davis,D. Russell,T. Prince,R. Hachimura,C. Reddish
K. Lowry - B. Adebayo - T. Herro - N. Jovic - J. Jaquez Jr.,MIA,5,55.183333,4.0,K. Lowry,B. Adebayo,T. Herro,N. Jovic,J. Jaquez Jr.
C. LeVert - D. Mitchell - J. Allen - M. Strus - D. Wade,CLE,15,55.15,40.0,C. LeVert,D. Mitchell,J. Allen,M. Strus,D. Wade
A. Horford - J. Holiday - K. Porzingis - J. Brown - D. White,BOS,8,55.111667,20.0,A. Horford,J. Holiday,K. Porzingis,J. Brown,D. White
D. Bertans - V. Micic - M. Bridges - G. Williams - B. Miller,CHA,11,55.101667,-16.0,D. Bertans,V. Micic,M. Bridges,G. Williams,B. Miller
D. Schroder - M. Bridges - N. Claxton - C. Johnson - C. Thomas,BKN,9,54.953333,-6.0,D. Schroder,M. Bridges,N. Claxton,C. Johnson,C. Thomas
M. Turner - B. Hield - B. Brown - T. Haliburton - A. Nesmith,IND,12,54.881667,20.0,M. Turner,B. Hield,B. Brown,T. Haliburton,A. Nesmith
R. Holmes - K. Kuzma - J. Poole - D. Avdija - C. Kispert,WAS,4,54.865,19.0,R. Holmes,K. Kuzma,J. Poole,D. Avdija,C. Kispert
S. Gilgeous-Alexander - K. Williams - I. Joe - J. Williams - C. Wallace,OKC,15,54.73,44.0,S. Gilgeous-Alexander,K. Williams,I. Joe,J. Williams,C. Wallace
D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,9,54.616667,24.0,D. Mitchell,J. Allen,M. Strus,D. Garland,D. Wade
M. Turner - B. Brown - T. Haliburton - A. Nesmith - B. Mathurin,IND,16,54.518333,-6.0,M. Turner,B. Brown,T. Haliburton,A. Nesmith,B. Mathurin
J. Randle - J. Hart - J. Brunson - D. DiVincenzo - M. Robinson,NYK,10,54.46,11.0,J. Randle,J. Hart,J. Brunson,D. DiVincenzo,M. Robinson
J. Clarkson - L. Markkanen - J. Collins - C. Sexton - S. Fontecchio,UTA,13,54.44,-15.0,J. Clarkson,L. Markkanen,J. Collins,C. Sexton,S. Fontecchio
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beasley,MIL,24,54.095,27.0,D. Lillard,G. Antetokounmpo,B. Portis,P. Connaughton,M. Beasley
G. Harris - J. Ingles - M. Wagner - C. Anthony - F. Wagner,ORL,10,53.746667,-3.0,G. Harris,J. Ingles,M. Wagner,C. Anthony,F. Wagner
K. Durant - E. Gordon - B. Beal - D. Booker - G. Allen,PHX,15,53.633333,35.0,K. Durant,E. Gordon,B. Beal,D. Booker,G. Allen
J. Poeltl - P. Siakam - R. Barrett - I. Quickley - S. Barnes,TOR,4,53.466667,8.0,J. Poeltl,P. Siakam,R. Barrett,I. Quickley,S. Barnes
J. Harden - P. George - N. Powell - I. Zubac - A. Coffey,LAC,16,53.383333,8.0,J. Harden,P. George,N. Powell,I. Zubac,A. Coffey
K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr. - C. Gillespie,DEN,8,52.59,28.0,K. Caldwell-Pope,A. Gordon,N. Jokic,M. Porter Jr.,C. Gillespie
H. Barnes - D. Sabonis - D. Fox - K. Huerter - C. Duarte,SAC,5,52.416667,10.0,H. Barnes,D. Sabonis,D. Fox,K. Huerter,C. Duarte
J. Grant - M. Brogdon - A. Simons - D. Ayton - T. Camara,POR,7,52.325,-5.0,J. Grant,M. Brogdon,A. Simons,D. Ayton,T. Camara
A. Simons - D. Ayton - D. Banton - K. Murray - T. Camara,POR,5,52.29,11.0,A. Simons,D. Ayton,D. Banton,K. Murray,T. Camara
L. Samanic - O. Yurtseven - J. Juzang - T. Hendricks - K. George,UTA,4,52.25,-2.0,L. Samanic,O. Yurtseven,J. Juzang,T. Hendricks,K. George
B. Biyombo - M. Smart - J. Jackson Jr. - J. Morant - D. Bane,MEM,5,52.066667,-3.0,B. Biyombo,M. Smart,J. Jackson Jr.,J. Morant,D. Bane
D. Schroder - P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,18,51.941667,17.0,D. Schroder,P. Siakam,O. Anunoby,G. Trent Jr.,S. Barnes
M. Turner - B. Hield - P. Siakam - A. Nembhard - A. Nesmith,IND,6,51.586667,5.0,M. Turner,B. Hield,P. Siakam,A. Nembhard,A. Nesmith
T. Harris - K. Oubre Jr. - B. Hield - T. Maxey - P. Reed,PHI,8,51.578333,-6.0,T. Harris,K. Oubre Jr.,B. Hield,T. Maxey,P. Reed
R. Westbrook - P. George - K. Leonard - R. Covington - I. Zubac,LAC,3,51.4,42.0,R. Westbrook,P. George,K. Leonard,R. Covington,I. Zubac
T. Jones - K. Kuzma - D. Gafford - D. Avdija - C. Kispert,WAS,11,51.366667,-2.0,T. Jones,K. Kuzma,D. Gafford,D. Avdija,C. Kispert
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beauchamp,MIL,14,51.341667,0.0,D. Lillard,G. Antetokounmpo,B. Portis,P. Connaughton,M. Beauchamp
J. Grant - A. Simons - D. Ayton - S. Henderson - T. Camara,POR,11,50.98,-1.0,J. Grant,A. Simons,D. Ayton,S. Henderson,T. Camara
G. Hayward - M. Bridges - L. Ball - M. Williams - B. Miller,CHA,4,50.845,12.0,G. Hayward,M. Bridges,L. Ball,M. Williams,B. Miller
R. Jackson - J. Holiday - N. Jokic - C. Braun - P. Watson,DEN,20,50.253333,16.0,R. Jackson,J. Holiday,N. Jokic,C. Braun,P. Watson
K. Durant - J. Nurkic - D. Booker - G. Allen - N. Little,PHX,5,50.033333,-22.0,K. Durant,J. Nurkic,D. Booker,G. Allen,N. Little
Z. Collins - K. Johnson - D. Vassell - B. Wesley - J. Sochan,SAS,19,49.773333,-8.0,Z. Collins,K. Johnson,D. Vassell,B. Wesley,J. Sochan
J. Grant - M. Brogdon - D. Ayton - M. Thybulle - S. Sharpe,POR,6,49.408333,1.0,J. Grant,M. Brogdon,D. Ayton,M. Thybulle,S. Sharpe
P. Tucker - T. Harris - J. Embiid - D. Melton - T. Maxey,PHI,3,49.166667,25.0,P. Tucker,T. Harris,J. Embiid,D. Melton,T. Maxey
L. James - D. Russell - R. Hachimura - J. Hayes - A. Reaves,LAL,13,48.891667,8.0,L. James,D. Russell,R. Hachimura,J. Hayes,A. Reaves
G. Harris - M. Fultz - W. Carter Jr. - J. Suggs - P. Banchero,ORL,10,48.655,-31.0,G. Harris,M. Fultz,W. Carter Jr.,J. Suggs,P. Banchero
M. Conley - R. Gobert - K. Anderson - N. Alexander-Walker - N. Reid,MIN,13,48.4,7.0,M. Conley,R. Gobert,K. Anderson,N. Alexander-Walker,N. Reid
J. Butler - T. Rozier - B. Adebayo - C. Martin - D. Robinson,MIA,12,48.398333,9.0,J. Butler,T. Rozier,B. Adebayo,C. Martin,D. Robinson
R. Jackson - K. Caldwell-Pope - A. Gordon - N. Jokic - C. Braun,DEN,22,48.283333,41.0,R. Jackson,K. Caldwell-Pope,A. Gordon,N. Jokic,C. Braun
J. Valanciunas - C. McCollum - B. Ingram - Z. Williamson - T. Murphy III,NOP,7,48.18,4.0,J. Valanciunas,C. McCollum,B. Ingram,Z. Williamson,T. Murphy III
P. Siakam - G. Trent Jr. - P. Achiuwa - M. Flynn - S. Barnes,TOR,16,48.071667,11.0,P. Siakam,G. Trent Jr.,P. Achiuwa,M. Flynn,S. Barnes
K. Durant - E. Gordon - J. Nurkic - G. Allen - K. Bates-Diop,PHX,6,48.045,14.0,K. Durant,E. Gordon,J. Nurkic,G. Allen,K. Bates-Diop
K. Olynyk - G. Trent Jr. - O. Agbaji - J. Freeman-Liberty - G. Dick,TOR,4,47.85,-5.0,K. Olynyk,G. Trent Jr.,O. Agbaji,J. Freeman-Liberty,G. Dick
H. Barnes - D. Sabonis - M. Monk - K. Huerter - D. Mitchell,SAC,20,47.823333,-29.0,H. Barnes,D. Sabonis,M. Monk,K. Huerter,D. Mitchell
S. Dinwiddie - B. Simmons - D. Finney-Smith - M. Bridges - C. Thomas,BKN,4,47.6,23.0,S. Dinwiddie,B. Simmons,D. Finney-Smith,M. Bridges,C. Thomas
K. Irving - D. Jones Jr. - M. Kleber - L. Doncic - J. Green,DAL,7,47.533333,33.0,K. Irving,D. Jones Jr.,M. Kleber,L. Doncic,J. Green
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Thomas,BKN,12,47.475,-6.0,S. Dinwiddie,R. O'Neale,D. Finney-Smith,M. Bridges,C. Thomas
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Johnson,BKN,15,47.363333,-20.0,S. Dinwiddie,R. O'Neale,D. Finney-Smith,M. Bridges,C. Johnson
R. O'Neale - B. Simmons - D. Finney-Smith - M. Bridges - C. Thomas,BKN,5,47.358333,-60.0,R. O'Neale,B. Simmons,D. Finney-Smith,M. Bridges,C. Thomas
S. Dinwiddie - D. Finney-Smith - M. Bridges - N. Claxton - C. Thomas,BKN,11,47.126667,4.0,S. Dinwiddie,D. Finney-Smith,M. Bridges,N. Claxton,C. Thomas
T. Rozier - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,9,46.9,-14.0,T. Rozier,B. Adebayo,C. Martin,D. Robinson,J. Jaquez Jr.
H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Huerter,SAC,16,46.646667,-21.0,H. Barnes,D. Sabonis,D. Fox,M. Monk,K. Huerter
K. Dunn - L. Markkanen - C. Sexton - W. Kessler - S. Fontecchio,UTA,11,46.645,33.0,K. Dunn,L. Markkanen,C. Sexton,W. Kessler,S. Fontecchio
D. Jones Jr. - L. Doncic - G. Williams - J. Green - D. Lively II,DAL,8,46.643333,11.0,D. Jones Jr.,L. Doncic,G. Williams,J. Green,D. Lively II
K. Anderson - M. Morris - N. Alexander-Walker - N. Reid - A. Edwards,MIN,14,46.616667,16.0,K. Anderson,M. Morris,N. Alexander-Walker,N. Reid,A. Edwards
K. Durant - E. Gordon - B. Beal - J. Nurkic - D. Booker,PHX,7,46.583333,13.0,K. Durant,E. Gordon,B. Beal,J. Nurkic,D. Booker
G. Harris - W. Carter Jr. - F. Wagner - P. Banchero - A. Black,ORL,6,46.566667,-40.0,G. Harris,W. Carter Jr.,F. Wagner,P. Banchero,A. Black
S. Curry - G. Williams - N. Richards - T. Mann - B. Miller,CHA,7,46.3,7.0,S. Curry,G. Williams,N. Richards,T. Mann,B. Miller
P. Tucker - J. Harden - P. George - I. Zubac - T. Mann,LAC,4,46.05,10.0,P. Tucker,J. Harden,P. George,I. Zubac,T. Mann
B. Lopez - D. Lillard - K. Middleton - B. Portis - M. Beasley,MIL,23,46.03,-8.0,B. Lopez,D. Lillard,K. Middleton,B. Portis,M. Beasley
S. Curry - K. Thompson - D. Green - J. Kuminga - B. Podziemski,GSW,14,46.021667,0.0,S. Curry,K. Thompson,D. Green,J. Kuminga,B. Podziemski
R. O'Neale - D. Smith Jr. - L. Walker IV - N. Claxton - C. Thomas,BKN,10,45.983333,-6.0,R. O'Neale,D. Smith Jr.,L. Walker IV,N. Claxton,C. Thomas
R. Westbrook - K. Leonard - M. Plumlee - N. Powell - A. Coffey,LAC,15,45.883333,-7.0,R. Westbrook,K. Leonard,M. Plumlee,N. Powell,A. Coffey
B. Bogdanovic - K. Hayes - I. Stewart - J. Ivey - J. Duren,DET,5,45.85,-9.0,B. Bogdanovic,K. Hayes,I. Stewart,J. Ivey,J. Duren
J. Butler - T. Rozier - B. Adebayo - C. Martin - T. Herro,MIA,7,45.705,13.0,J. Butler,T. Rozier,B. Adebayo,C. Martin,T. Herro
J. Randle - I. Hartenstein - J. Hart - D. DiVincenzo - I. Quickley,NYK,15,45.636667,1.0,J. Randle,I. Hartenstein,J. Hart,D. DiVincenzo,I. Quickley
B. Lopez - D. Lillard - J. Crowder - K. Middleton - M. Beasley,MIL,9,45.436667,-28.0,B. Lopez,D. Lillard,J. Crowder,K. Middleton,M. Beasley
D. McDermott - T. McConnell - O. Toppin - J. Smith - B. Sheppard,IND,9,45.381667,28.0,D. McDermott,T. McConnell,O. Toppin,J. Smith,B. Sheppard
C. Paul - S. Curry - K. Thompson - J. Kuminga - T. Jackson-Davis,GSW,8,45.346667,7.0,C. Paul,S. Curry,K. Thompson,J. Kuminga,T. Jackson-Davis
K. Middleton - G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton,MIL,13,45.33,-1.0,K. Middleton,G. Antetokounmpo,C. Payne,B. Portis,P. Connaughton
J. Allen - M. Strus - D. Garland - D. Wade - E. Mobley,CLE,4,45.316667,-5.0,J. Allen,M. Strus,D. Garland,D. Wade,E. Mobley
K. Olynyk - G. Trent Jr. - R. Barrett - I. Quickley - G. Dick,TOR,9,45.156667,-8.0,K. Olynyk,G. Trent Jr.,R. Barrett,I. Quickley,G. Dick
M. Muscala - D. Wright - D. Avdija - C. Kispert - B. Coulibaly,WAS,7,45.016667,-15.0,M. Muscala,D. Wright,D. Avdija,C. Kispert,B. Coulibaly
K. Oubre Jr. - B. Hield - T. Maxey - P. Reed - K. Martin,PHI,10,44.751667,-12.0,K. Oubre Jr.,B. Hield,T. Maxey,P. Reed,K. Martin
A. Horford - J. Holiday - J. Tatum - L. Kornet - P. Pritchard,BOS,11,44.75,-18.0,A. Horford,J. Holiday,J. Tatum,L. Kornet,P. Pritchard
